i,seed,status,score,elapsed_sec,moves,pellets_total,pellets_eaten,completion_pct,ts
0,12345,WIN,103450,12.506557,2190,100,100,100.0,1755842758
1,12346,WIN,4250,16.785943,2985,100,100,100.0,1755842775
2,12347,LOSS,4010,9.279533,1636,100,81,81.0,1755842786
3,12348,LOSS,3990,9.209917,1606,100,79,79.0,1755842796
4,12349,LOSS,4220,21.378902,3646,100,97,97.0,1755842819
5,12350,LOSS,4150,16.761601,2971,100,90,90.0,1755842836
6,12351,LOSS,2590,11.354065,2018,100,94,94.0,1755842849
7,12352,LOSS,890,4.642435,804,100,49,49.0,1755842855
8,12353,LOSS,190,2.215024,383,100,19,19.0,1755842857
9,12354,WIN,7450,17.47533,3090,100,100,100.0,1755842875
0,12345,WIN,103450,12.247531,2190,100,100,100.0,1755851959
1,12346,LOSS,26570,11.902112,2131,100,92,92.0,1755851971
2,12347,WIN,4250,21.863115,3840,100,100,100.0,1755851994
3,12348,LOSS,3990,9.159199,1606,100,79,79.0,1755852003
4,12349,LOSS,3990,9.093744,1606,100,79,79.0,1755852013
5,12350,WIN,7450,11.750705,2070,100,100,100.0,1755852025
6,12351,LOSS,2550,17.03796,2983,100,90,90.0,1755852043
7,12352,LOSS,4120,10.277655,1808,100,87,87.0,1755852054
8,12353,LOSS,4130,10.22858,1808,100,88,88.0,1755852064
9,12354,WIN,7450,17.480963,3090,100,100,100.0,1755852082
0,12345,WIN,103450,12.309143,2190,100,100,100.0,1755853627
1,12346,LOSS,26570,12.048268,2131,100,92,92.0,1755853639
2,12347,DNF,1070,7.179888,1259,100,67,67.0,1755853647
3,12348,DNF,1120,7.66549,1349,100,72,72.0,1755853655
4,12349,DNF,50,0.56435,82,100,5,5.0,1755853657
5,12350,DNF,20,0.296082,37,100,2,2.0,1755853657
6,12351,DNF,20,0.320517,37,100,2,2.0,1755853658
7,12352,DNF,20,0.289703,33,100,2,2.0,1755853659
8,12353,DNF,800,6.025885,1055,100,60,60.0,1755853666
9,12354,DNF,90,0.996732,164,100,9,9.0,1755853667
0,12345,DNF,7270,8.333848,1474,100,82,82.0,1755853981
1,12346,DNF,30,0.353403,47,100,3,3.0,1755853982
2,12347,DNF,20,0.340291,44,100,2,2.0,1755853983
3,12348,DNF,20,0.310805,41,100,2,2.0,1755853984
4,12349,DNF,30,0.337734,47,100,3,3.0,1755853985
5,12350,DNF,30,0.388102,53,100,3,3.0,1755853986
6,12351,DNF,40,0.432601,60,100,4,4.0,1755853987
7,12352,LOSS,4120,10.163327,1808,100,87,87.0,1755853998
8,12353,LOSS,160,1.73224,308,100,16,16.0,1755854000
9,12354,WIN,7450,17.369728,3090,100,100,100.0,1755854018
0,12345,WIN,103450,12.581825,2190,100,100,100.0,1755867701
1,12346,LOSS,4200,14.917107,2618,100,95,95.0,1755867717
2,12347,LOSS,4010,9.325797,1636,100,81,81.0,1755867727
3,12348,LOSS,4220,20.058855,3496,100,97,97.0,1755867748
4,12349,LOSS,3990,9.196012,1606,100,79,79.0,1755867758
5,12350,WIN,7450,11.800068,2070,100,100,100.0,1755867771
6,12351,LOSS,2550,16.966525,2978,100,90,90.0,1755867788
7,12352,LOSS,4120,10.33209,1808,100,87,87.0,1755867800
8,12353,LOSS,170,1.69569,293,100,17,17.0,1755867802
9,12354,LOSS,7440,12.341669,2176,100,99,99.0,1755867815
0,12345,WIN,103450,12.53824,2190,100,100,100.0,1755869564
1,12346,LOSS,26570,12.137001,2131,100,92,92.0,1755869577
2,12347,LOSS,4220,20.129168,3526,100,97,97.0,1755869598
3,12348,LOSS,4220,19.92284,3496,100,97,97.0,1755869618
4,12349,LOSS,3990,9.107446,1606,100,79,79.0,1755869628
5,12350,WIN,7450,11.768237,2070,100,100,100.0,1755869640
6,12351,LOSS,2520,18.391077,3253,100,87,87.0,1755869658
7,12352,LOSS,4120,10.294067,1808,100,87,87.0,1755869669
8,12353,LOSS,4230,14.088735,2468,100,98,98.0,1755869684
9,12354,WIN,7450,17.321994,3030,100,100,100.0,1755869701
0,12345,WIN,103450,12.521501,2190,100,100,100.0,1755869802
1,12346,LOSS,26570,12.136229,2131,100,92,92.0,1755869815
2,12347,LOSS,4010,9.326915,1636,100,81,81.0,1755869825
3,12348,LOSS,3990,9.138885,1606,100,79,79.0,1755869834
4,12349,LOSS,3990,9.147805,1606,100,79,79.0,1755869844
5,12350,LOSS,4150,14.561831,2551,100,90,90.0,1755869859
6,12351,LOSS,2520,19.731678,3458,100,87,87.0,1755869879
7,12352,LOSS,4120,10.308172,1808,100,87,87.0,1755869890
8,12353,LOSS,170,1.664367,293,100,17,17.0,1755869892
9,12354,LOSS,7440,12.419018,2176,100,99,99.0,1755869904
0,12345,DNF,260,2.017059,341,100,21,21.0,1755910031
1,12346,DNF,30,0.362918,47,100,3,3.0,1755910032
2,12347,DNF,1150,7.922362,1384,100,75,75.0,1755910041
3,12348,DNF,110,1.02374,167,100,11,11.0,1755910042
4,12349,DNF,30,0.381538,49,100,3,3.0,1755910043
5,12350,DNF,890,5.451528,919,100,54,54.0,1755910049
6,12351,DNF,20,0.377043,44,100,2,2.0,1755910050
7,12352,DNF,20,0.349883,43,100,2,2.0,1755910051
8,12353,DNF,20,0.360382,44,100,2,2.0,1755910052
9,12354,DNF,20,0.321295,44,100,2,2.0,1755910053
0,12345,LOSS,4200,12.35556,2161,100,95,95.0,1755912583
1,12346,LOSS,1330,13.812367,2423,100,88,88.0,1755912598
2,12347,LOSS,2550,12.392173,2176,100,90,90.0,1755912611
3,12348,LOSS,1340,13.694154,2393,100,89,89.0,1755912625
4,12349,DNF,890,6.68107,1162,100,64,64.0,1755912633
0,12345,LOSS,4200,12.409143,2161,100,95,95.0,1755912660
1,12346,WIN,2650,23.663996,4155,100,100,100.0,1755912684
2,12347,LOSS,2550,14.133293,2191,100,90,90.0,1755912699
3,12348,LOSS,1350,15.960541,2821,100,90,90.0,1755912716
4,12349,LOSS,1100,14.379308,2558,100,85,85.0,1755912731
0,12345,DNF,340,2.598517,456,100,29,29.0,1755921852
1,12346,DNF,130,0.854396,136,100,8,8.0,1755921853
2,12347,DNF,30,0.350381,45,100,3,3.0,1755921854
3,12348,DNF,20,0.316492,41,100,2,2.0,1755921855
4,12349,DNF,20,0.27347,35,100,2,2.0,1755921855
0,12345,DNF,390,3.071237,540,100,34,34.0,1755921862
1,12346,DNF,20,0.315708,38,100,2,2.0,1755921862
2,12347,DNF,20,0.304208,37,100,2,2.0,1755921863
3,12348,DNF,20,0.271687,32,100,2,2.0,1755921864
4,12349,DNF,20,0.26821,30,100,2,2.0,1755921865
0,12345,WIN,1250,16.161539,2925,100,100,100.0,1755921897
1,12346,WIN,1250,18.433923,3285,100,100,100.0,1755921916
2,12347,WIN,1250,22.246125,3930,100,100,100.0,1755921939
3,12348,WIN,4250,17.977948,3240,100,100,100.0,1755921958
4,12349,LOSS,1150,45.92189,8290,100,95,95.0,1755922004
0,12345,WIN,1250,16.094238,2925,100,100,100.0,1755922057
1,12346,WIN,1250,18.28252,3285,100,100,100.0,1755922075
2,12347,WIN,1250,22.097813,3930,100,100,100.0,1755922098
3,12348,WIN,4250,18.116787,3240,100,100,100.0,1755922117
4,12349,WIN,1250,71.970543,12810,100,100,100.0,1755922189
5,12350,LOSS,3860,8.419363,1529,100,71,71.0,1755922198
6,12351,LOSS,1440,39.514584,7010,100,99,99.0,1755922238
7,12352,WIN,1250,17.087342,3105,100,100,100.0,1755922256
8,12353,DNF,1840,90.005587,16248,100,99,99.0,1755922346
9,12354,WIN,1450,26.415658,4710,100,100,100.0,1755922373
0,12345,WIN,2640,60.540491,10695,209,209,100.0,1755922978
1,12346,DNF,2160,90.000929,15954,209,191,91.39,1755923068
2,12347,WIN,2440,30.267938,5400,209,209,100.0,1755923099
3,12348,WIN,2690,51.940563,9300,209,209,100.0,1755923152
4,12349,LOSS,2200,26.747621,4817,209,170,81.34,1755923179
5,12350,LOSS,2620,54.606689,9772,209,207,99.04,1755923234
6,12351,LOSS,2390,51.911256,9217,209,204,97.61,1755923286
7,12352,WIN,2490,52.687029,9405,209,209,100.0,1755923339
8,12353,WIN,2490,27.700586,4920,209,209,100.0,1755923368
9,12354,LOSS,2550,75.438363,13510,209,200,95.69,1755923444
0,12345,LOSS,4020,9.346014,1698,100,87,87.0,1755924108
1,12346,WIN,4250,12.248343,2175,100,100,100.0,1755924120
2,12347,WIN,7450,18.636649,3375,100,100,100.0,1755924140
3,12348,LOSS,160,1.749943,311,100,16,16.0,1755924142
4,12349,WIN,1450,11.57042,2055,100,100,100.0,1755924154
5,12350,WIN,1450,15.568701,2835,100,100,100.0,1755924170
6,12351,WIN,4250,15.976117,2850,100,100,100.0,1755924187
7,12352,WIN,4250,13.964841,2490,100,100,100.0,1755924201
8,12353,WIN,1850,13.01211,2340,100,100,100.0,1755924215
9,12354,WIN,1450,12.217131,2175,100,100,100.0,1755924227
0,12345,WIN,4250,11.575785,2055,100,100,100.0,1755925339
1,12346,WIN,4250,12.234113,2175,100,100,100.0,1755925352
2,12347,WIN,4250,16.617417,2955,100,100,100.0,1755925369
3,12348,LOSS,2600,19.250734,3420,100,95,95.0,1755925388
4,12349,WIN,1450,11.553986,2055,100,100,100.0,1755925400
5,12350,LOSS,4150,10.805444,1919,100,90,90.0,1755925412
6,12351,WIN,4250,16.029398,2850,100,100,100.0,1755925428
7,12352,LOSS,4070,10.899036,1937,100,87,87.0,1755925440
8,12353,WIN,1850,13.743328,2445,100,100,100.0,1755925454
9,12354,WIN,4250,13.815642,2445,100,100,100.0,1755925468
10,12355,WIN,1850,12.932306,2280,100,100,100.0,1755925482
11,12356,WIN,4250,14.432577,2565,100,100,100.0,1755925497
12,12357,WIN,1850,12.207327,2160,100,100,100.0,1755925509
13,12358,WIN,1450,17.610665,3120,100,100,100.0,1755925527
14,12359,WIN,13850,13.960686,2475,100,100,100.0,1755925542
15,12360,WIN,1250,14.454128,2565,100,100,100.0,1755925557
16,12361,WIN,4250,11.249612,1995,100,100,100.0,1755925569
17,12362,WIN,1250,13.091178,2325,100,100,100.0,1755925582
18,12363,WIN,1850,14.274395,2520,100,100,100.0,1755925597
19,12364,WIN,4250,14.411583,2535,100,100,100.0,1755925612
20,12365,WIN,2650,12.376686,2190,100,100,100.0,1755925625
21,12366,WIN,26650,14.369205,2535,100,100,100.0,1755925639
22,12367,LOSS,4200,11.553495,2039,100,95,95.0,1755925652
23,12368,WIN,1850,15.130818,2685,100,100,100.0,1755925667
24,12369,WIN,2650,13.729578,2430,100,100,100.0,1755925681
25,12370,WIN,4250,12.335515,2175,100,100,100.0,1755925694
26,12371,LOSS,7430,13.051551,2305,100,98,98.0,1755925708
27,12372,WIN,4250,15.774055,2805,100,100,100.0,1755925724
28,12373,LOSS,2110,7.912068,1404,100,61,61.0,1755925732
29,12374,WIN,1850,16.591137,2940,100,100,100.0,1755925749
30,12375,LOSS,4230,15.245043,2712,100,98,98.0,1755925765
31,12376,WIN,1850,14.116857,2505,100,100,100.0,1755925780
32,12377,DNF,4170,90.00377,15858,100,92,92.0,1755925870
33,12378,LOSS,2140,7.118886,1254,100,64,64.0,1755925878
34,12379,LOSS,2130,7.050049,1239,100,63,63.0,1755925885
35,12380,LOSS,3970,9.558612,1682,100,82,82.0,1755925895
36,12381,LOSS,4160,14.044574,2457,100,96,96.0,1755925910
37,12382,WIN,1850,14.125315,2475,100,100,100.0,1755925925
38,12383,WIN,2650,12.129122,2130,100,100,100.0,1755925937
39,12384,DNF,3920,129.829433,1960,100,77,77.0,1755926069
40,12385,WIN,4250,11.493068,1995,100,100,100.0,1755926082
41,12386,WIN,1250,12.238774,2160,100,100,100.0,1755926094
42,12387,WIN,1850,11.901968,2115,100,100,100.0,1755926107
43,12388,WIN,1450,14.455336,2565,100,100,100.0,1755926122
44,12389,WIN,1450,11.889722,2100,100,100,100.0,1755926134
45,12390,WIN,1250,12.159638,2145,100,100,100.0,1755926147
46,12391,WIN,7450,13.216596,2340,100,100,100.0,1755926160
47,12392,WIN,1850,12.661773,2235,100,100,100.0,1755926173
48,12393,LOSS,3720,6.238543,1104,100,62,62.0,1755926180
49,12394,LOSS,3870,8.772518,1566,100,77,77.0,1755926189
0,12345,DNF,110,1.018865,172,100,11,11.0,1755927641
1,12346,DNF,30,0.42051,57,100,3,3.0,1755927642
2,12347,DNF,20,0.315511,39,100,2,2.0,1755927642
3,12348,DNF,20,0.30943,39,100,2,2.0,1755927643
4,12349,DNF,30,0.385415,53,100,3,3.0,1755927644
5,12350,DNF,30,0.373014,50,100,3,3.0,1755927644
6,12351,DNF,40,0.48019,73,100,4,4.0,1755927645
7,12352,DNF,50,0.50834,75,100,5,5.0,1755927646
8,12353,DNF,310,2.554854,441,100,26,26.0,1755927649
9,12354,DNF,90,0.936144,151,100,9,9.0,1755927650
0,12345,LOSS,4020,9.406039,1668,100,87,87.0,1755927621
1,12346,WIN,4250,12.343563,2175,100,100,100.0,1755927634
2,12347,LOSS,4010,11.652524,2061,100,86,86.0,1755927646
3,12348,WIN,1850,15.829678,2790,100,100,100.0,1755927662
4,12349,WIN,1450,11.657759,2055,100,100,100.0,1755927674
5,12350,LOSS,4200,11.886859,2099,100,95,95.0,1755927686
6,12351,WIN,4250,16.111977,2850,100,100,100.0,1755927702
7,12352,LOSS,4060,11.481577,2028,100,86,86.0,1755927714
8,12353,WIN,1450,17.908039,3180,100,100,100.0,1755927732
9,12354,LOSS,4160,10.328241,1799,100,91,91.0,1755927743
0,12345,LOSS,4020,9.602453,1698,100,87,87.0,1755927647
1,12346,WIN,4250,12.329262,2175,100,100,100.0,1755927660
2,12347,WIN,4250,16.853631,2985,100,100,100.0,1755927677
3,12348,WIN,1850,15.839102,2790,100,100,100.0,1755927693
4,12349,WIN,1450,11.567906,2055,100,100,100.0,1755927705
5,12350,WIN,1450,12.124652,2145,100,100,100.0,1755927717
6,12351,WIN,4250,16.044803,2850,100,100,100.0,1755927733
7,12352,LOSS,4060,11.598671,2028,100,86,86.0,1755927745
8,12353,WIN,1450,18.043197,3180,100,100,100.0,1755927763
9,12354,LOSS,4200,11.409091,2024,100,95,95.0,1755927775
0,12345,LOSS,4010,9.464332,1668,100,86,86.0,1755927669
1,12346,WIN,4250,12.132721,2175,100,100,100.0,1755927681
2,12347,WIN,4250,17.530302,3135,100,100,100.0,1755927699
3,12348,WIN,4250,16.778303,2805,100,100,100.0,1755927716
4,12349,WIN,1850,11.665834,2085,100,100,100.0,1755927728
5,12350,WIN,1450,15.954865,2835,100,100,100.0,1755927744
6,12351,WIN,4250,16.142439,2850,100,100,100.0,1755927761
7,12352,LOSS,4060,10.735866,1922,100,86,86.0,1755927772
8,12353,WIN,1850,14.823228,2625,100,100,100.0,1755927787
9,12354,LOSS,4160,10.032076,1799,100,91,91.0,1755927798
0,12345,LOSS,2010,30.930339,2469,100,46,46.0,1755940787
1,12346,LOSS,480,9.364415,897,100,23,23.0,1755940797
2,12347,LOSS,52200,38.543001,3658,100,95,95.0,1755940836
3,12348,LOSS,510,5.196065,506,100,26,26.0,1755940841
4,12349,LOSS,560,6.575107,612,100,31,31.0,1755940848
5,12350,LOSS,26400,28.082744,2648,100,80,80.0,1755940876
6,12351,LOSS,480,5.783668,556,100,23,23.0,1755940883
7,12352,LOSS,900,7.679414,747,100,25,25.0,1755940890
8,12353,LOSS,2010,13.214089,1274,100,51,51.0,1755940904
9,12354,LOSS,570,6.967705,642,100,32,32.0,1755940911
0,12345,LOSS,4020,9.401801,1698,100,87,87.0,1755941111
1,12346,WIN,4250,12.072216,2175,100,100,100.0,1755941124
2,12347,DNF,490,3.550567,626,100,39,39.0,1755941128
3,12348,DNF,120,1.143812,188,100,12,12.0,1755941130
4,12349,DNF,20,0.294892,36,100,2,2.0,1755941131
5,12350,DNF,20,0.278596,31,100,2,2.0,1755941131
6,12351,DNF,10,0.2593,24,100,1,1.0,1755941132
7,12352,DNF,20,0.274617,32,100,2,2.0,1755941133
8,12353,DNF,0,0.183518,13,100,0,0.0,1755941133
9,12354,DNF,20,0.323073,40,100,2,2.0,1755941134
0,12345,LOSS,4000,9.378663,1667,100,85,85.0,1755941179
1,12346,WIN,4250,12.087749,2175,100,100,100.0,1755941192
2,12347,LOSS,4010,13.203041,2346,100,86,86.0,1755941206
3,12348,WIN,1850,17.76322,3180,100,100,100.0,1755941224
4,12349,WIN,1850,11.659939,2070,100,100,100.0,1755941236
5,12350,LOSS,4140,10.744762,1919,100,89,89.0,1755941248
6,12351,WIN,1250,17.67995,3180,100,100,100.0,1755941266
7,12352,LOSS,4060,10.776618,1908,100,86,86.0,1755941277
8,12353,WIN,1850,14.991957,2700,100,100,100.0,1755941293
9,12354,WIN,4250,13.569548,2445,100,100,100.0,1755941307
0,12345,WIN,1250,49.610732,8805,100,100,100.0,1755941439
1,12346,WIN,4250,20.880654,3765,100,100,100.0,1755941460
2,12347,DNF,310,2.347972,409,100,26,26.0,1755941463
3,12348,DNF,120,1.162859,194,100,12,12.0,1755941465
4,12349,DNF,20,0.294327,37,100,2,2.0,1755941465
5,12350,DNF,20,0.301296,37,100,2,2.0,1755941466
6,12351,DNF,20,0.274306,34,100,2,2.0,1755941467
7,12352,DNF,20,0.280069,40,100,2,2.0,1755941468
8,12353,DNF,20,0.279017,40,100,2,2.0,1755941468
9,12354,DNF,20,0.285975,37,100,2,2.0,1755941469
0,12345,WIN,4250,11.401855,2055,100,100,100.0,1755941491
1,12346,WIN,4250,12.094025,2175,100,100,100.0,1755941504
2,12347,LOSS,4010,11.533383,2061,100,86,86.0,1755941516
3,12348,WIN,2650,13.836327,2490,100,100,100.0,1755941530
4,12349,WIN,1850,11.671561,2070,100,100,100.0,1755941542
5,12350,LOSS,4160,10.081263,1799,100,91,91.0,1755941553
6,12351,WIN,4250,16.038803,2850,100,100,100.0,1755941570
7,12352,LOSS,4060,11.289198,2028,100,86,86.0,1755941581
8,12353,WIN,1450,18.026017,3180,100,100,100.0,1755941600
9,12354,LOSS,4160,9.96816,1799,100,91,91.0,1755941610
0,12345,LOSS,3830,8.035957,1439,100,68,68.0,1755941653
1,12346,LOSS,2390,7.350747,1311,100,74,74.0,1755941661
2,12347,DNF,140,1.253802,212,100,14,14.0,1755941662
3,12348,DNF,100,0.971455,159,100,10,10.0,1755941664
4,12349,DNF,40,0.435384,64,100,4,4.0,1755941665
5,12350,DNF,20,0.317644,43,100,2,2.0,1755941665
6,12351,DNF,20,0.302982,41,100,2,2.0,1755941666
7,12352,DNF,20,0.2989,35,100,2,2.0,1755941667
8,12353,DNF,20,0.28713,35,100,2,2.0,1755941668
9,12354,DNF,20,0.288668,37,100,2,2.0,1755941668
0,12345,LOSS,4020,9.399806,1668,100,87,87.0,1755941687
1,12346,WIN,4250,12.16076,2175,100,100,100.0,1755941699
2,12347,LOSS,4010,12.152723,2091,100,86,86.0,1755941712
3,12348,WIN,1850,15.755188,2790,100,100,100.0,1755941728
4,12349,WIN,1450,11.593875,2055,100,100,100.0,1755941741
5,12350,WIN,1450,11.829551,2100,100,100,100.0,1755941753
6,12351,WIN,4250,15.961705,2850,100,100,100.0,1755941769
7,12352,LOSS,4060,11.326257,2028,100,86,86.0,1755941781
8,12353,WIN,1450,17.87186,3180,100,100,100.0,1755941800
9,12354,WIN,4250,13.475946,2445,100,100,100.0,1755941814
0,12345,LOSS,4020,9.450017,1698,100,87,87.0,1755941882
1,12346,WIN,4250,12.210524,2175,100,100,100.0,1755941894
2,12347,WIN,2650,17.236223,3105,100,100,100.0,1755941912
3,12348,WIN,4250,15.428,2760,100,100,100.0,1755941928
4,12349,WIN,1450,11.578002,2055,100,100,100.0,1755941940
5,12350,WIN,1400,13.225853,2385,100,100,100.0,1755941954
6,12351,WIN,4250,16.031621,2850,100,100,100.0,1755941971
7,12352,LOSS,4060,10.696849,1908,100,86,86.0,1755941982
8,12353,LOSS,1590,8.675316,1548,100,84,84.0,1755941991
9,12354,WIN,4250,18.530764,3285,100,100,100.0,1755942010
0,12345,WIN,2640,34.848718,6240,209,209,100.0,1755942069
1,12346,LOSS,2420,35.553028,6236,209,207,99.04,1755942105
2,12347,WIN,2440,30.494244,5460,209,209,100.0,1755942136
3,12348,WIN,2690,27.419597,4890,209,209,100.0,1755942164
4,12349,WIN,5440,37.354973,6690,209,209,100.0,1755942202
5,12350,WIN,2690,30.534869,5460,209,209,100.0,1755942233
6,12351,LOSS,2180,34.138122,6097,209,183,87.56,1755942267
7,12352,WIN,2440,29.322107,5190,209,209,100.0,1755942297
8,12353,WIN,2490,31.747151,5655,209,209,100.0,1755942329
9,12354,WIN,2690,27.193749,4785,209,209,100.0,1755942356
0,12345,LOSS,4000,9.255481,1653,100,85,85.0,1755942959
1,12346,WIN,4250,15.778028,2850,100,100,100.0,1755942975
2,12347,LOSS,160,1.470386,266,100,16,16.0,1755942977
3,12348,WIN,4250,17.406592,3090,100,100,100.0,1755942995
4,12349,WIN,1850,11.607149,2070,100,100,100.0,1755943007
5,12350,WIN,1200,13.209293,2385,100,100,100.0,1755943021
6,12351,WIN,1450,15.137081,2715,100,100,100.0,1755943037
7,12352,LOSS,4040,10.472787,1893,100,84,84.0,1755943048
8,12353,LOSS,160,1.476048,266,100,16,16.0,1755943050
9,12354,WIN,2650,18.223167,3285,100,100,100.0,1755943068
0,12345,LOSS,4000,9.221546,1653,100,85,85.0,1755943084
1,12346,LOSS,4010,10.160072,1806,100,86,86.0,1755943095
2,12347,LOSS,4030,10.741527,1938,100,88,88.0,1755943106
3,12348,WIN,4250,17.175808,3090,100,100,100.0,1755943124
4,12349,LOSS,1980,5.187808,929,100,48,48.0,1755943130
5,12350,LOSS,120,1.160487,206,100,12,12.0,1755943131
6,12351,WIN,1450,15.104611,2715,100,100,100.0,1755943147
7,12352,LOSS,4040,10.485464,1893,100,84,84.0,1755943158
8,12353,WIN,1250,13.968854,2490,100,100,100.0,1755943173
9,12354,WIN,2650,18.255643,3285,100,100,100.0,1755943191
0,12345,WIN,2410,29.361378,5250,211,211,100.0,1755943259
1,12346,WIN,2410,28.532436,5130,211,211,100.0,1755943288
2,12347,WIN,2410,27.889494,4980,211,211,100.0,1755943316
3,12348,WIN,2610,30.512814,5490,211,211,100.0,1755943347
4,12349,LOSS,2470,34.716861,6065,211,202,95.73,1755943382
5,12350,WIN,2410,28.409897,5055,211,211,100.0,1755943411
6,12351,WIN,2410,27.157016,4845,211,211,100.0,1755943438
7,12352,WIN,2410,29.229978,5220,211,211,100.0,1755943468
8,12353,WIN,2410,25.947626,4650,211,211,100.0,1755943494
9,12354,WIN,2410,33.766374,6045,211,211,100.0,1755943528
0,12345,WIN,2330,32.305449,5760,213,213,100.0,1755943597
1,12346,LOSS,2320,29.394249,5261,213,212,99.53,1755943626
2,12347,WIN,2330,27.293414,4860,213,213,100.0,1755943654
3,12348,WIN,2530,36.850484,6570,213,213,100.0,1755943691
4,12349,LOSS,2300,26.468256,4721,213,190,89.2,1755943718
5,12350,LOSS,2090,29.435121,5081,213,189,88.73,1755943748
6,12351,LOSS,2160,25.75534,4625,213,201,94.37,1755943774
7,12352,WIN,2330,29.720533,5370,213,213,100.0,1755943804
8,12353,LOSS,2870,29.386817,5232,213,207,97.18,1755943833
9,12354,LOSS,2290,32.184059,5795,213,209,98.12,1755943866
0,12345,LOSS,4000,9.24529,1653,100,85,85.0,1755944229
1,12346,DNF,760,6.683366,1172,100,61,61.0,1755944236
2,12347,DNF,190,1.805973,309,100,19,19.0,1755944239
3,12348,WIN,4250,17.843785,3090,100,100,100.0,1755944257
4,12349,WIN,1850,11.679498,2070,100,100,100.0,1755944269
5,12350,DNF,140,1.385162,237,100,14,14.0,1755944271
6,12351,DNF,30,0.355728,48,100,3,3.0,1755944272
7,12352,DNF,20,0.308639,42,100,2,2.0,1755944273
8,12353,DNF,20,0.266849,36,100,2,2.0,1755944274
9,12354,DNF,20,0.276116,38,100,2,2.0,1755944274
0,12345,LOSS,7190,8.931693,1577,102,84,82.35,1755944286
1,12346,LOSS,550,3.032375,546,102,30,29.41,1755944289
2,12347,LOSS,3810,10.156219,1818,102,71,69.61,1755944300
3,12348,LOSS,140,1.236906,221,102,14,13.73,1755944302
4,12349,LOSS,1310,6.297875,1124,102,61,59.8,1755944308
5,12350,WIN,2670,13.578812,2415,102,102,100.0,1755944322
